id,topic,argument,source_title,source_url
830,We should subsidize biofuels,"According to the Rocky Mountain Institute, sound biofuel production practices would not hamper food and fibre production, nor cause water or environmental problems, and would enhance soil fertility [REF].",Sustainable biofuel,https://en.wikipedia.org/wiki/Sustainable_biofuel
831,We should subsidize biofuels,"In 2007, Queensland University in Australia contracted with Syngenta to research different inputs for biofuels as a renewable energy source [REF].",Syngenta,https://en.wikipedia.org/wiki/Syngenta
832,We should subsidize biofuels,"Notwithstanding the above noted study, numerous studies have shown that biomass fuels have significantly less impact on the environment than fossil based fuels.",Biofuel,https://en.wikipedia.org/wiki/Biofuel
833,We should subsidize biofuels,Recent studies show that biofuels could supply 30% to 40% of U.S. petroleum products by 2030.,Outlook On Renewable Energy In America,https://en.wikipedia.org/wiki/Outlook_On_Renewable_Energy_In_America
834,We should subsidize biofuels,"The US National Renewable Energy Laboratory (NREL) states that energy security is the number one driving force behind the US biofuels programme,[REF] and a White House ""Energy Security for the 21st Century"" paper makes it clear that energy security is a major reason for promoting biodiesel [REF].",Biodiesel,https://en.wikipedia.org/wiki/Biodiesel
835,We should subsidize biofuels,"According to the International Energy Agency, cellulosic ethanol biorefineries could allow biofuels to play a much bigger role in the future than organizations such as the IEA previously thought [REF].",Renewable energy commercialization,https://en.wikipedia.org/wiki/Renewable_energy_commercialization
836,We should subsidize biofuels,"The OECD study is also critical of the limited reduction of GHG emissions achieved from biofuels produced in Europe and North America, concluding that the current biofuel support policies would reduce greenhouse gas emissions from transport fuel by no more than 0.8% by 2015, while Brazilian ethanol from sugar cane reduces greenhouse gas emissions by at least 80% compared to fossil fuels.",Ethanol fuel in Brazil,https://en.wikipedia.org/wiki/Ethanol_fuel_in_Brazil
837,We should subsidize biofuels,Environmental campaigner George Monbiot has argued for a 5-year freeze on biofuels while their impact on poor communities and the environment is assessed [REF].,Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
838,We should subsidize biofuels,The study conclusion is that the net effect of biofuel production via clearing of carbon-rich habitats is to increase CO2 emissions for decades or centuries relative to fossil fuel use [REF].,Ethanol fuel in Brazil,https://en.wikipedia.org/wiki/Ethanol_fuel_in_Brazil
839,We should subsidize biofuels,Boeing estimates that biofuels could reduce flight-related greenhouse-gas emissions by 60 to 80 percent.,Jet fuel,https://en.wikipedia.org/wiki/Jet_fuel
840,We should subsidize biofuels,The World Bank lists the effect of biofuels as an important contributor to higher food prices [REF].,2007–2008 world food price crisis,https://en.wikipedia.org/wiki/2007–2008_world_food_price_crisis
841,We should subsidize biofuels,The group says that biofuels will become a leading alternative fuel for the company [REF].,Biofuel in Australia,https://en.wikipedia.org/wiki/Biofuel_in_Australia
842,We should subsidize biofuels,"Jean Ziegler, then UN Special Rapporteur on food, concluded that while the argument for biofuels in terms of energy efficiency and climate change are legitimate, the effects for the world's hungry of transforming wheat and maize crops into biofuel are ""absolutely catastrophic,"" and terms such use of arable land a ""crime against humanity.""",Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
843,We should subsidize biofuels,"As part of the announcement, the Commission clarified that it will publish a report on the impacts of indirect land use by the end of 2010, as requested in the Renewable Energy Directive and on the basis of recently released reports that suggest that biofuels are saving greenhouse gas emissions [REF].",Low-carbon fuel standard,https://en.wikipedia.org/wiki/Low-carbon_fuel_standard
844,We should subsidize biofuels,"In 2003, the European Union saw biofuels as an answer to several problems: climate change, energy security and stimulating the rural economy, and agreed the Biofuels Directive to see that production was kickstarted.",Agriculture in the United Kingdom,https://en.wikipedia.org/wiki/Agriculture_in_the_United_Kingdom
845,We should subsidize biofuels,"Rising demand for biofuels is expected to be good news for the biotechnology sector, with the Department of Energy estimating ethanol usage could reduce U.S. petroleum-derived fuel consumption by up to 30% by 2030.",Biotechnology,https://en.wikipedia.org/wiki/Biotechnology
846,We should subsidize biofuels,"In 2007, United nations Food and Agriculture Organization Special Rapporteur for the Right to Food urges five year moratorium on food based biofuels, including ethanol, saying its development is a ""crime against humanity.""",Timeline of alcohol fuel,https://en.wikipedia.org/wiki/Timeline_of_alcohol_fuel
847,We should subsidize biofuels,"Responsible commercialization of biofuels represents an opportunity to enhance sustainable economic prospects in Africa, Latin America and Asia [REF].",Sustainable biofuel,https://en.wikipedia.org/wiki/Sustainable_biofuel
848,We should subsidize biofuels,"The OECD study is also critical of the limited reduction of GHG emissions achieved from biofuels produced in Europe and North America, concluding that the current biofuel support policies would reduce greenhouse gas emissions from transport fuel by no more than 0.8 percent by 2015, while Brazilian ethanol from sugar cane reduces greenhouse gas emissions by at least 80 percent compared to fossil fuels.",Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
849,We should subsidize biofuels,Boeing estimates that biofuels could reduce flight-related greenhouse-gas emissions by 60 to 80 percent [REF].,Boeing,https://en.wikipedia.org/wiki/Boeing
850,We should subsidize biofuels,"While many critics have argued that biofuels can actually increase greenhouse gas emissions, research from the US Department of Energy indicates that biofuels ""burn cleaner than gasoline, resulting in fewer greenhouse gas emissions, and are fully biodegradable, unlike some fuel additives.""[REF] .",Mobile source air pollution,https://en.wikipedia.org/wiki/Mobile_source_air_pollution
851,We should subsidize biofuels,"According to the International Energy Agency, biofuels have the potential to meet more than a quarter of world demand for transportation fuels by 2050 [REF].",Biofuel,https://en.wikipedia.org/wiki/Biofuel
852,We should subsidize biofuels,A growing body of academic research suggested that biofuels would effectively displace agricultural production and cause damaging land-use change in other parts of the world.,Renewable Fuels Agency,https://en.wikipedia.org/wiki/Renewable_Fuels_Agency
853,We should subsidize biofuels,"The OECD study concluded that ""..current biofuel support measures alone are estimated to increase average wheat prices by about 5 percent, maize by around 7 percent and vegetable oil by about 19 percent over the next 10 years.""[REF] .",Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
854,We should subsidize biofuels,"The OECD study concluded that ""..current biofuel support measures alone are estimated to increase average wheat prices by about 5 percent, maize by around 7 percent and vegetable oil by about 19 percent over the next 10 years.""[REF] .",Ethanol fuel in the United States,https://en.wikipedia.org/wiki/Ethanol_fuel_in_the_United_States
855,We should subsidize biofuels,Some mainstream environmental groups support biofuels as a significant step toward slowing or stopping global climate change [REF].,Issues relating to biofuels,https://en.wikipedia.org/wiki/Issues_relating_to_biofuels
856,We should subsidize biofuels,"A 2010 study commissioned by the European Commission found that emission reduction effects of first-generation biofuels are positive, even after discounting indirect land use change effects, particularly the ""more emission-efficient"" sugarcane ethanol from Brazil, which would have to be imported to assure the environmental viability of the EU's biofuels mandate [REF].",Ethanol fuel in Brazil,https://en.wikipedia.org/wiki/Ethanol_fuel_in_Brazil
857,We should subsidize biofuels,"Zulkader is a pioneer in the field of wind energy, solar energy, bio-fuels and waste to energy in Pakistan, which are expected to provide a clean source of energy in line with international efforts to reduce pollution and global warming.",Kazi Zulkader Siddiqui,https://en.wikipedia.org/wiki/Kazi_Zulkader_Siddiqui
858,We should subsidize biofuels,"In October 2008, Peter Brabeck-Letmathe, chairman and former chief executive of Nestlé, warned that the production of biofuels will further deplete the world's water supply.",Water crisis,https://en.wikipedia.org/wiki/Water_crisis
859,We should subsidize biofuels,"On April 2008, Jean Ziegler, back then United Nations Special Rapporteur on the Right to Food, called biofuels a ""crime against humanity"",[REF][REF] a claim he had previously made in October 2007, when he called for a 5-year ban for the conversion of land for the production of biofuels [REF].",Ethanol fuel in Brazil,https://en.wikipedia.org/wiki/Ethanol_fuel_in_Brazil
860,We should subsidize biofuels,"The report is also critical of limited reduction of GHG emissions achieved from biofuels based on feedstocks used in Europe and North America, finding that the current biofuel support policies would reduce greenhouse gas emissions from transport fuel by no more than 0.8% by 2015, while Brazilian ethanol from sugar cane reduces greenhouse gas emissions by at least 80% compared to fossil fuels.",Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
861,We should subsidize biofuels,Figures from the International Energy Agency (IEA) show that biomass energy provides around 30% of the total primary energy supply in developing countries; over 2 billion people depend on biomass fuels as their primary energy source [REF].,Biofuels by region,https://en.wikipedia.org/wiki/Biofuels_by_region
862,We should subsidize biofuels,"Brazil's Environment Minister, Izabella Teixeira, claims that ""biofuel production in Brazil is driven by public policies that seek to increase its production in a sustainable manner, conserving nature, creating jobs and sharing the benefits among the population"" [REF].",Environmental governance in Brazil,https://en.wikipedia.org/wiki/Environmental_governance_in_Brazil
863,We should subsidize biofuels,Tilman and his colleagues estimate that prairie grass biofuels would yield 51 percent more energy per acre than ethanol from corn grown on fertile land [REF].,Prairie,https://en.wikipedia.org/wiki/Prairie
864,We should subsidize biofuels,The OECD study found that existing biofuel support policies would reduce greenhouse gas emissions by no more than 0.8 percent by 2015.,Ethanol fuel in the United States,https://en.wikipedia.org/wiki/Ethanol_fuel_in_the_United_States
865,We should subsidize biofuels,"The EU commission president, Jose Manuel Barroso, speaking at a recent EU biofuels conference, stressed that properly managed biofuels have the potential to reinforce the EU's security of supply through diversification of energy sources [REF].",Biodiesel,https://en.wikipedia.org/wiki/Biodiesel
866,We should subsidize biofuels,"Economists at Purdue University conclude in a 2007 study titled ""The Biofuels Boom: Implications for World Food Markets"" that US and EU biofuel mandates will have significant impacts on agricultural production globally and could lead to a doubling of U.S. corn prices from 2006 levels in the next four years.",Ethanol effect,https://en.wikipedia.org/wiki/Ethanol_effect
867,We should subsidize biofuels,"France, Germany, the United Kingdom and the United States governments have supported biofuels with tax breaks, mandated use, and subsidies.",Food vs. fuel,https://en.wikipedia.org/wiki/Food_vs._fuel
868,We should subsidize biofuels,"On April 2008, Jean Ziegler, back then United Nations Special Rapporteur on the Right to Food, repeated his claim that biofuels were a ""crime against humanity"",[REF][REF] echoing his October 2007 call for a 5-year ban for the conversion of land for the production of biofuels [REF].",Ethanol fuel in the United States,https://en.wikipedia.org/wiki/Ethanol_fuel_in_the_United_States
869,We should subsidize biofuels,"IATA thinks a 6% share of sustainable 2nd generation biofuels is achievable by 2020,[REF] and Boeing supports a target of 1% of global aviation fuels by 2015 [REF].",Aviation biofuel,https://en.wikipedia.org/wiki/Aviation_biofuel
870,We should subsidize biofuels,"Research, by David Tilman, ecologist at the University of Minnesota, suggests that ""biofuels made from high-diversity mixtures of prairie plants can reduce global warming by removing carbon dioxide from the atmosphere.",Prairie,https://en.wikipedia.org/wiki/Prairie
871,We should subsidize biofuels,In 2008 a critical report by the Royal Society stated that biofuels risk failing to deliver significant reductions in greenhouse gas emissions from transport and could even be environmentally damaging unless the Government puts the right policies in place [REF].,Biofuels by region,https://en.wikipedia.org/wiki/Biofuels_by_region
872,We should subsidize biofuels,"A November 2020 study states that biofuels, their production, and their subsidies as leading causes of agricultural price shocks [REF].",Issues relating to biofuels,https://en.wikipedia.org/wiki/Issues_relating_to_biofuels
873,We should subsidize biofuels,The member countries made a pledge to promote the production and use of biofuels as a clean and ecofriendly alternative.,IBSA Dialogue Forum,https://en.wikipedia.org/wiki/IBSA_Dialogue_Forum
874,We should subsidize biofuels,Other independent LCA studies show that biofuels save around 50% of the CO2 emissions of the equivalent fossil fuels.,Issues relating to biofuels,https://en.wikipedia.org/wiki/Issues_relating_to_biofuels
875,We should lower the drinking age,"Dan Wolter, a spokesman for the university, said, ""We recognize and understand that underage drinking is a big problem in our society as a whole so that is a stand that the University wanted to take.""[REF] .",TCF Bank Stadium,https://en.wikipedia.org/wiki/TCF_Bank_Stadium
876,We should lower the drinking age,"MADD cited former U.S. Department of Health and Human Services Secretary Donna Shalala statement that ""maintaining the legal drinking age at 21 is a socially and medically sound policy that helps parents, schools and law enforcement protect our youth from the potentially life-threatening effects of underage drinking.""[REF] .",Amethyst Initiative,https://en.wikipedia.org/wiki/Amethyst_Initiative
877,We should lower the drinking age,Some researchers believe that raising the legal drinking age and screening brief interventions by healthcare providers are the most effective means of reducing morbidity and mortality rates associated with binge drinking [REF].,Binge drinking,https://en.wikipedia.org/wiki/Binge_drinking
878,We should lower the drinking age,"After the 2010 Winter Games, he created the Apolo Anton Ohno Foundation and partnered with the Century Council's Ask, Listen, Learn Program to discourage underage drinking of alcohol and to promote a healthy lifestyle [REF].",Apolo Ohno,https://en.wikipedia.org/wiki/Apolo_Ohno
879,We should lower the drinking age,"Additionally, Aiona is a Co-Chair of Leadership to Keep Children Alcohol Free, a national leadership coalition that seeks to prevent underage drinking across the nation.",James Aiona,https://en.wikipedia.org/wiki/James_Aiona
880,We should lower the drinking age,"In August 2008, a group of college presidents calling itself the Amethyst Initiative asserted that lowering the legal drinking age to 18 (presumably) was one way to curb the ""culture of dangerous binge drinking"" among college students [REF].",Binge drinking,https://en.wikipedia.org/wiki/Binge_drinking
881,We should lower the drinking age,"Previously unknown quantity Ann Bressington, elected on the back of Nick Xenophon's No Pokies popularity, has proposed mainly conservative social policies such as raising the legal drinking age from 18 to 21,[REF] zero tolerance of illicit drugs, mandatory twice-annual drug tests of every school student over the age of 14 regardless of whether parents give their consent,[REF][REF] and making the sale of ""drug-taking equipment"" illegal [REF].","South Australian state election, 2006","https://en.wikipedia.org/wiki/South_Australian_state_election,_2006"
882,We should lower the drinking age,"In 2001, according to the same article, New York State Assembly member Felix Ortiz introduced a bill that would lower the drinking age back to 18.",National Minimum Drinking Age Act,https://en.wikipedia.org/wiki/National_Minimum_Drinking_Age_Act
883,We should lower the drinking age,"In a Democratic debate during the 2008 Presidential Election, Kucinich and Mike Gravel were the only two candidates who favored lowering the legal drinking age to 18 as it is in the vast majority of the world.",Dennis Kucinich,https://en.wikipedia.org/wiki/Dennis_Kucinich
884,We should lower the drinking age,"In a press release, MADD argues that lowering the drinking age would result in greater numbers of fatal automobile accidents, and that the presidents are ""looking for an easy way out of an inconvenient problem"" and ""misrepresenting science.""[REF][REF]",Amethyst Initiative,https://en.wikipedia.org/wiki/Amethyst_Initiative
885,We should lower the drinking age,"In late March, several NYRA members traveled to Vermont in support of a bill lowering the drinking age to 18.",National Youth Rights Association,https://en.wikipedia.org/wiki/National_Youth_Rights_Association
886,We should lower the drinking age,"Because of moral panic involving alcohol abuse among minors (a 16-year-old boy died after having consumed 52 shots of tequila in a bar in early 2007), some Germans began to demand that the drinking age be raised.",Alcohol laws in Germany,https://en.wikipedia.org/wiki/Alcohol_laws_in_Germany
887,We should lower the drinking age,"To date, the most successful law in combating drinking and driving has been raising the minimum drinking age to 21 (NIAAA, 2011).",Drunk driving in the United States,https://en.wikipedia.org/wiki/Drunk_driving_in_the_United_States
888,We should ban fishing,In 1976 the New York State Department of Environmental Conservation banned all fishing in the Upper Hudson due to health concerns with PCBs [REF].,Hudson River,https://en.wikipedia.org/wiki/Hudson_River
889,We should ban fishing,The results showed that fishing had a negative impact on calf survival rates and/or birth rates.,Pantropical spotted dolphin,https://en.wikipedia.org/wiki/Pantropical_spotted_dolphin
890,We should ban fishing,"In May 1999, Whole Foods Market joined the Marine Stewardship Council (MSC), a global independent, not-for-profit organization promoting sustainable fisheries and responsible fishing practices world-wide to help preserve fish stocks for future generations [REF].",Whole Foods Market,https://en.wikipedia.org/wiki/Whole_Foods_Market
891,We should ban fishing,"Research has shown that aquarium fishing activities significantly impact the populations of anemones and anemonefish by drastically reducing the densities of each in exploited areas,[REF] and could also negatively impact anemone shrimp, and any organisms obligately associated with sea anemones.",Sea anemone,https://en.wikipedia.org/wiki/Sea_anemone
892,We should ban fishing,"Instead of reducing numbers through direct mortalities, the study shows that fishing activities have disrupted the reproductive output of the north-eastern pantropical spotted dolphin.",Pantropical spotted dolphin,https://en.wikipedia.org/wiki/Pantropical_spotted_dolphin
893,We should ban fishing,Tourism supported by fishing is the mainstay of Whitby's economy in an isolated community with poor transport infrastructure and restricted by building constraints in the surrounding North York Moors National Park [REF].,Whitby,https://en.wikipedia.org/wiki/Whitby
894,We should ban fishing,In 2003 the European Commission provided emergency protection and banned damaging fishing activity in the locality [REF].,Fauna of Scotland,https://en.wikipedia.org/wiki/Fauna_of_Scotland
895,We should ban fishing,"A recent inquiry by the Royal Society of Edinburgh found fishing to be of much greater social, economic and cultural importance to Scotland than it is relative to the rest of the UK.",Fishing industry in Scotland,https://en.wikipedia.org/wiki/Fishing_industry_in_Scotland
896,We should ban fishing,"According to a study reported in the October, 2008 issue of Marine Ecology Progress Series, negative impacts from fishing activities remain, despite broad ""dolphin safe"" practices.",Pantropical spotted dolphin,https://en.wikipedia.org/wiki/Pantropical_spotted_dolphin
897,We should ban fishing,"In 1976, because of concern over continuing high levels of PCBs in local fish and other aquatic organisms, and the unacceptable risk to the health of consumers of such fish, the NYSDEC banned all fishing in the upper Hudson River, as well as commercial fishing of striped bass and several other species in the lower Hudson River,[REF][REF] and also issued advisories restricting the consumption of fish caught within a long segment of the Hudson River from Hudson Falls to Troy [REF].",Polychlorinated biphenyl,https://en.wikipedia.org/wiki/Polychlorinated_biphenyl
898,We should ban fishing,The Tanana Chiefs Conference of Alaska and the Lac du Flambeau Bank of Lake Superior Chippewa of Wisconsin have already included hunting and fishing as work activities for purposes of welfare distribution [REF].,Reservation poverty,https://en.wikipedia.org/wiki/Reservation_poverty
899,We should ban fishing,"Being near the sea, it is only expected that fishing plays a very important part of the Batangan Economy.",Batangas,https://en.wikipedia.org/wiki/Batangas
900,We should ban fishing,"Following collapse of the Canadian cod stock in the early 1990s, the Canadian Department of Fisheries and Oceans (DFO) issued a ban on Northern cod fishing in 1992, which caused great economic hardship in the eastern coastal Canadian province of Newfoundland and Labrador.",Cod fisheries,https://en.wikipedia.org/wiki/Cod_fisheries
901,We should ban fishing,President Toribiong also requested a worldwide ban on fishing for sharks [REF].,Palau,https://en.wikipedia.org/wiki/Palau
902,We should ban fishing,President Toribiong also requested a worldwide ban on shark fishing [REF].,Shark sanctuary,https://en.wikipedia.org/wiki/Shark_sanctuary
903,We should ban fishing,China bans fishing in the South China Sea for a period each year [REF].,Overfishing,https://en.wikipedia.org/wiki/Overfishing
904,We should legalize insider trading,Japan enacted its first law against insider trading in 1988.,Insider trading,https://en.wikipedia.org/wiki/Insider_trading
905,We should legalize insider trading,"During the second half of 2011, Brown wrote the 2011 version of the STOCK Act, a move to ban insider trading in Congress [REF].",Scott Brown,https://en.wikipedia.org/wiki/Scott_Brown
906,We should legalize insider trading,"On November 15, 2011, Herrera announced that she would co-sponsor a bipartisan bill aimed at preventing insider trading among members of Congress.",Jaime Herrera Beutler,https://en.wikipedia.org/wiki/Jaime_Herrera_Beutler
907,We should legalize insider trading,"Some economists and legal scholars (e.g. Henry Manne, Milton Friedman, Thomas Sowell, Daniel Fischel, Frank H. Easterbrook) argue that laws making insider trading illegal should be revoked.",Insider trading,https://en.wikipedia.org/wiki/Insider_trading
908,We should legalize insider trading,"For example, insider trading is believed to raise the cost of capital for securities issuers, thus decreasing overall economic growth [REF].",Securities fraud,https://en.wikipedia.org/wiki/Securities_fraud
909,Physical education should be mandatory,"American Association of Health Education/American Alliance for Health, Physical Education, Recreation, and Dance (AAHE/AAHPERD) The AAHE/AAHPERD is said to be the largest organization of professionals that supports physical education; which includes leisure, fitness, dance, and health promotion.",Health education,https://en.wikipedia.org/wiki/Health_education
910,Physical education should be mandatory,The department supports Lithuanian athletics and promotes physical education [REF].,Culture of Lithuania,https://en.wikipedia.org/wiki/Culture_of_Lithuania
911,Physical education should be mandatory,"Physical education is meant ""to establish a strong foundation of skills and knowledge in physical fitness, sports, and military-related activities through a progressive and diverse physical education program for RMC Officer Cadets"" The Vision is ""foster a passion for active living and leadership in physical activity.""",Royal Military College of Canada,https://en.wikipedia.org/wiki/Royal_Military_College_of_Canada
912,Physical education should be mandatory,"The most innovative aspect of Jordan's idea of public parks was perhaps the change in public's perception: stressing the importance of physical education and making people realize that physical exercise is equally important to intellectual development of children, while shaping their personality.",Jordan Park,https://en.wikipedia.org/wiki/Jordan_Park
913,Physical education should be mandatory,"One of America's first exercise enthusiasts, Partridge became a strong proponent of physical education as an essential part of school curriculum.",Alden Partridge,https://en.wikipedia.org/wiki/Alden_Partridge
914,Physical education should be mandatory,Beecher was a strong advocate of the inclusion of Physical Education daily and developed a program of calisthenics performed to music.,Catharine Beecher,https://en.wikipedia.org/wiki/Catharine_Beecher
915,Physical education should be mandatory,"Let's Move in School is urging physical educators, parents, school administrators and policymakers to get involved in bringing quality physical education and physical activity to schools through a comprehensive school physical activity program.","American Alliance for Health, Physical Education, Recreation and Dance","https://en.wikipedia.org/wiki/American_Alliance_for_Health,_Physical_Education,_Recreation_and_Dance"
916,Physical education should be mandatory,"With four years of Physical Education classes, students learn the value of working together as a team, developing a life-long physical fitness and wellness routine, managing stress, eating right and staying away from harmful habits such as smoking, drinking and drugs.","Saint Albert High School (Council Bluffs, Iowa)","https://en.wikipedia.org/wiki/Saint_Albert_High_School_(Council_Bluffs,_Iowa)"
917,We should increase the use of personalized medicine,"Most recently, Stephan has founded a large personalized medicine institute in the National Capital region that has the goal of reducing preventable suffering from common human diseases such as cancers, cardiac disease, pediatric diseases such as autism, metabolic diseases such as diabetes and neurological disorders such as Alzheimer's disease.",Dietrich Stephan,https://en.wikipedia.org/wiki/Dietrich_Stephan
918,We should increase the use of personalized medicine,"For healthcare providers, personalized medicine offers the potential to improve the quality of care, through more precise diagnostics, better therapies, and access to more accurate and up-to-date patient data.",Personalized medicine,https://en.wikipedia.org/wiki/Personalized_medicine
919,We should increase the use of personalized medicine,"Beyond orthogenic discrimination, Katz identifies how the hopes of regenerative medicine and personalized medicine may succeed in healing people without alienation and stigmatization.",Gregory Katz,https://en.wikipedia.org/wiki/Gregory_Katz
920,We should increase the use of personalized medicine,"Galson furthered the nation's evolution toward personalized medicine by releasing a new My Family Health Portrait a web-based tool to enable individuals and families to create, store and share their family health histories.",Steven K. Galson,https://en.wikipedia.org/wiki/Steven_K._Galson
921,We should increase the use of personalized medicine,The Consortium supports personalized medicine by encouraging a collaborative approach to biomedical research and healthcare delivery.,CaBIG,https://en.wikipedia.org/wiki/CaBIG
922,We should increase the use of personalized medicine,"The technologies underpinning personalized medicine could enable the pharmaceutical industry to develop a more efficient drug development process, based on the latest research on disease pathophysiology and genetic risk factors.",Personalized medicine,https://en.wikipedia.org/wiki/Personalized_medicine
923,We should increase the use of personalized medicine,"Watson was quoted as saying, ""I am putting my genome sequence on line to encourage the development of an era of personalized medicine, in which information contained in our genomes can be used to identify and prevent disease and to create individualized medical therapies"" [REF].",James D. Watson,https://en.wikipedia.org/wiki/James_D._Watson
924,We should adopt direct democracy,"An enthusiastic advocate of direct democracy, such as Switzerland's model of using referendums, Goldsmith believes it would help combat feelings of disenfranchisement among people and increase accountability [REF].",Zac Goldsmith,https://en.wikipedia.org/wiki/Zac_Goldsmith
925,We should adopt direct democracy,A recent International City Management Association survey showed strong support for direct democracy.,Managing Urban America,https://en.wikipedia.org/wiki/Managing_Urban_America
926,We should adopt direct democracy,"In his addresses, Speras supported the direct democratic operation of the unions.",Constantinos Speras,https://en.wikipedia.org/wiki/Constantinos_Speras
927,We should adopt direct democracy,"Bruno S. Frey among many, show that this and other instruments of citizens' participation, direct democracy, contribute to stability and happiness.",Referendum,https://en.wikipedia.org/wiki/Referendum
928,We should adopt direct democracy,"The Federalist Papers are pervaded by the idea that pure democracy is actually quite dangerous, because it allows a majority to infringe upon the rights of a minority [REF].",Republicanism in the United States,https://en.wikipedia.org/wiki/Republicanism_in_the_United_States
929,We should adopt direct democracy,"According to Alan Ryan, the ideology of the original classical liberals argued against direct democracy, where law is made by majority vote by citizens, ""for there is nothing in the bare idea of majority rule to show that majorities will always respect the rights of property or maintain rule of law.""[REF]",Classical liberalism,https://en.wikipedia.org/wiki/Classical_liberalism
930,We should adopt direct democracy,"Direct democracy: In addition to the Reform Party, the Canada Party also supported direct democracy, with referendums and recall as initiatives to be available to citizens through petition.","Canadian federal election, minor party positions","https://en.wikipedia.org/wiki/Canadian_federal_election,_minor_party_positions"
931,We should adopt direct democracy,"James Madison argued that direct democracy is the ""tyranny of the majority."" .",Referendum,https://en.wikipedia.org/wiki/Referendum
932,The vow of celibacy should be abandoned,"On 11 March 2010, Christoph Schönborn, Archbishop of Vienna, said that priestly celibacy could be one of the causes of the sex abuse scandals to hit the Catholic Church.",Catholic sex abuse cases,https://en.wikipedia.org/wiki/Catholic_sex_abuse_cases
933,The vow of celibacy should be abandoned,"Many Carpatho-Rusyns, including Varzaly, believed clerical celibacy to be so inherently unnatural as to lead inevitably to promiscuity and sexual abuse.",Stephen Varzaly,https://en.wikipedia.org/wiki/Stephen_Varzaly
934,The vow of celibacy should be abandoned,Protestant apologists further argue that clerical celibacy violates the Biblical teaching in the First Epistle to Timothy:[REF] .,Criticism of the Catholic Church,https://en.wikipedia.org/wiki/Criticism_of_the_Catholic_Church
935,The vow of celibacy should be abandoned,"Responding to Milingo's November 2006 consecration of bishops, the Vatican stated ""The value of the choice of priestly celibacy.. has been reaffirmed.""[REF] .",Criticism of the Catholic Church,https://en.wikipedia.org/wiki/Criticism_of_the_Catholic_Church
936,The vow of celibacy should be abandoned,"A 2005 article in the Irish weekly the Western People, proposed that clerical celibacy contributed to the abuse problem by suggesting that the institution of celibacy has created a ""morally superior"" status that is easily misapplied by abusive priests: ""The Irish Church's prospect of a recovery is zero for as long as bishops continue blindly to toe the Vatican line of Pope Benedict XVI that a male celibate priesthood is morally superior to other sections of society.""[REF] .",Catholic sex abuse cases,https://en.wikipedia.org/wiki/Catholic_sex_abuse_cases
937,We should end affirmative action,"Critics contend Connerly fails to recognize the damaging extent of past racism for African Americans and Hispanics, that contemporary institutionalized racism is pervasive and powerful, and that affirmative action can overcome the residual effects of past discrimination on people of color [REF].",Ward Connerly,https://en.wikipedia.org/wiki/Ward_Connerly
938,We should end affirmative action,"The NAACP gave him a 100% rating, indicating his strong support for affirmative action.",Frank Lautenberg,https://en.wikipedia.org/wiki/Frank_Lautenberg
939,We should end affirmative action,"Grutter v. Bollinger, 539 U.S. 306 (2003), was a case in which the United States Supreme Court upheld the affirmative action admissions policy of the University of Michigan Law School.",Grutter v. Bollinger,https://en.wikipedia.org/wiki/Grutter_v._Bollinger
940,We should end affirmative action,The three-judge panel concluded that it was bound by a 9th Circuit ruling in 1997 upholding the constitutionality of the affirmative action ban.,California Proposition 209 (1996),https://en.wikipedia.org/wiki/California_Proposition_209_(1996)
941,We should end affirmative action,"Opponents,[REF] who sometimes say that affirmative action is ""reverse discrimination"", further claim that affirmative action has undesirable side-effects in addition to failing to achieve its goals.",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
942,We should end affirmative action,The chief minister of Malaysia's Kelantan State also PAS (Islamic Party of Malaysia) spiritual leader Nik Aziz said that Thailand should consider introducing an affirmative action policy like Malaysia's to narrow the social and economic gap between the Muslims and non-Muslims and to put a plug to the surging violence in southern Thailand.,Malaysian New Economic Policy,https://en.wikipedia.org/wiki/Malaysian_New_Economic_Policy
943,We should end affirmative action,"Historically and internationally, support for affirmative action has sought to achieve a range of goals: bridging inequalities in employment and pay; increasing access to education; enriching state, institutional, and professional leadership with the full spectrum of society; redressing apparent past wrongs, harms, or hindrances, in particular addressing the apparent social imbalance left in the wake of slavery and slave laws.",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
944,We should end affirmative action,"Conservative Supreme Court Justice Clarence Thomas, the only current black Justice, opposes affirmative action.",Affirmative action in the United States,https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States
945,We should end affirmative action,"In Sweden, the Supreme Court has ruled that ""affirmative action"" ethnic quotas in universities are discrimination and hence unlawful.",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
946,We should end affirmative action,"A 2009 Quinnipiac University survey found American voters opposed to the application of affirmative action to gay people, 65 over 27 percent.",Affirmative action,https://en.wikipedia.org/wiki/Affirmative_action
